,Message,Label
2075,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0
4633,"I'm in a meeting, call me later at",0
2626,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1
3841,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0
3153,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
253,What you doing?how are you?,0
1305,Your right! I'll make the appointment right now.,0
4099,I think just yourself …Thanks and see you tomo,0
5392,Ooooooh I forgot to tell u I can get on yoville on my phone,0
371,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0
5546,Ic. There are a lotta childporn cars then.,0
4994,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",0
4278,I'm glad. You are following your dreams.,0
3123,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
1188,There's no point hangin on to mr not right if he's not makin u happy,0
920,Dont talk to him ever ok its my word.,0
2048,No de. But call me after some time. Ill tell you k,0
3518,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0
420,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1
2944,No message..no responce..what happend?,0
3819,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,1
3677,Hey r ü still online? I've finished the formatting...,0
4944,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0
3704,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",0
1873,Oh ok i didnt know what you meant. Yep i am baby jontin,0
3768,"Sir Goodmorning, Once free call me.",0
4142,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0
383,Hey leave it. not a big deal:-) take care.,0
2172,I wont. So wat's wit the guys,0
5011,"By the way, 'rencontre' is to meet again. Mountains dont....",0
4164,I told that am coming on wednesday.,0
2856,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,0
3717,Networking technical support associate.,0
905,"We're all getting worried over here, derek and taylor have already assumed the worst",0
4830,"How long before you get reply, just defer admission til next semester",0
2470,* Am on my way,0
2779,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1
3803,No da. I am happy that we sit together na,0
208,"Aight yo, dats straight dogg",0
3956,I knew it... U slept v late yest? Wake up so late...,0
4847,Pls help me tell Ashley that i cant find her number oh,0
3976,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0
3535,Good evening! How are you?,0
4390,"K I'm ready,  &lt;#&gt; ?",0
4815,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
4461,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0
3804,Yup song bro. No creative. Neva test quality. He said check review online.,0
5400,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,0
2352,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 ",1
4235,Now only i reached home. . . I am very tired now. . I will come tomorro,0
2146,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1
4979,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0
4362,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",0
2768,Wow v v impressed. Have funs shopping!,0
828,Hey. You got any mail?,0
2791,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,1
4739,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0
5280,"Vikky, come around  &lt;TIME&gt; ..",0
4190,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0
1689,Nan sonathaya soladha. Why boss?,0
2428,Do you think i can move  &lt;#&gt;  in a week,0
519,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",0
2403,Oh oh... Wasted... Den muz chiong on sat n sun liao...,0
4746,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1
665,Yes baby! We can study all the positions of the kama sutra ;),0
167,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1
37,I see the letter B on my car,0
3580,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0
5283,"Yeah, probably here for a while",0
90,Yeah do! Don‘t stand to close tho- you‘ll catch something!,0
1693,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0
97,i see. When we finish we have loads of loans to pay,0
996,Change again... It's e one next to escalator...,0
4402,Many times we lose our best ones bcoz we are ,0
2356,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0
2883,Hi Harish's rent has been transfred to ur Acnt.,0
2540,Hmmm:)how many players selected?,0
1771,Dont show yourself. How far. Put new pictures up on facebook.,0
4584,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
2853,how tall are you princess?,0
978,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
4973,I'm fine. Hope you are good. Do take care.,0
5535,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0
3193,Is ur paper today in e morn or aft?,0
5050,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0
5140,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0
1097,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1
3679,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1
1567,I am late. I will be there at,0
1230,Jus ans me lar. U'll noe later.,0
4305,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",0
2909,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,0
1757,Lmao ok I wont be needing u to do my hair anymore.,0
5062,"Sorry, I'll call you  later. I am in meeting sir.",0
5415,You should get more chicken broth if you want ramen unless there's some I don't know about,0
1849,I dont want to hear philosophy. Just say what happen,0
2704,Yup no more already... Thanx 4 printing n handing it up.,0
3184,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,0
4555,Try to do something dear. You read something for exams,0
5097,Sorry about that this is my mates phone and i didnt write it love Kate,0
1883,"Sorry, I can't help you on this.",0
1611,I'll probably be around mu a lot,0
4485,Shopping? Eh ger i toking abt syd leh...Haha,0
798,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,0
5067,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0
5221,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0
5486,Ofcourse I also upload some songs,0
1289,Happy new year to u too!,0
2715,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0
4742,Many more happy returns of the day. I wish you happy birthday.,0
1960,Howz that persons story,0
1141,Oh:)as usual vijay film or its different?,0
1443,"Its ok., i just askd did u knw tht no?",0
4167,Well if I'm that desperate I'll just call armand again,0
3787,Wat r u doing?,0
2119,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1
333,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1
1731,Doing project w frens lor. ,0
4870,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0
4617,Ü called dad oredi...,0
4573,Omg how did u know what I ate?,0
2974,Happy New Year Princess!,0
770,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0
3853,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",0
4570,At WHAT TIME should i come tomorrow,0
2826,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1
1186,Annoying isn't it.,0
119,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0
3690,You still coming tonight?,0
5495,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",0
3797,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0
3352,At what time are you coming.,0
5454,Im just wondering what your doing right now?,0
5395,Dunno lei shd b driving lor cos i go sch 1 hr oni.,0
191,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1
3090,What Today-sunday..sunday is holiday..so no work..,0
5349,I'm home...,0
2264,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1
1617,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
5031,Is there coming friday is leave for pongal?do you get any news from your work place.,0
1791,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0
1783,My uncles in Atlanta. Wish you guys a great semester.,0
3013,Yeah no probs - last night is obviously catching up with you... Speak soon ,0
2462,Anything lar...,0
1353,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0
5393,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0
3229,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1
240,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1
1078,"Yep, by the pretty sculpture",0
2879,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1
3276,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0
2961,Sir send to group mail check it.,0
1635,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1
2793,Well there's still a bit left if you guys want to tonight,0
51,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0
3709,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1
3815,Can. Dunno wat to get 4 her...,0
4012,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
377,You could have seen me..i did't recognise you Face.:),0
387,Customer place i will call you.,0
1297,Sure! I am driving but will reach my destination soon.,0
2097,I'm done...,0
2835,U sick still can go shopping?,0
4342,Ü all write or wat..,0
4777,Quite lor. But dun tell him wait he get complacent...,0
190,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0
985,Yo guess what I just dropped,0
2174,"Hiya, had a good day? Have you spoken to since the weekend?",0
5339,You'd like that wouldn't you? Jerk!,0
820,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,0
1813,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,0
2208,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0
3703,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,0
5422,Ok k..sry i knw 2 siva..tats y i askd..,0
1325,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0
3450,Sorry. || mail? || ,0
1337,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0
408,Hello! Good week? Fancy a drink or something later?,0
2817,Genius what's up. How your brother. Pls send his number to my skype.,0
301,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0
5411,I ask if u meeting da ge tmr nite...,0
3576,And do you have any one that can teach me how to ship cars.,0
3465,My phone,0
2131,Later i guess. I needa do mcat study too.,0
1301,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
1489,Tell them no need to investigate about me anywhere.,0
1300,Great to hear you are settling well. So what's happenin wit ola?,0
1618,Did u download the fring app?,0
3306,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0
359,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0
277,Tell rob to mack his gf in the theater,0
5128,Wot about on wed nite I am 3 then but only til 9!,0
1939,Excellent! Are you ready to moan and scream in ecstasy?,0
3825,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0
3377,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0
2949,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0
40,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0
3671,Ok thanx... Take care then...,0
56,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1
4077,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,1
1475,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0
3175,It vl bcum more difficult..,0
178,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0
4093,I remain unconvinced that this isn't an elaborate test of my willpower,0
2367,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,1
786,"She was supposed to be but couldn't make it, she's still in town though",0
5424,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0
3722,Blank is Blank. But wat is blank? Lol,0
186,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
938,K:)k.are you in college?,0
5006,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,0
1504,Ill be there on  &lt;#&gt;  ok.,0
4183,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1
5327,Wishing you a wonderful week.,0
5317,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0
3292,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",0
3953,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,0
1251,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
1438,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0
3596,Huh but i cant go 2 ur house empty handed right?,0
626,"Haha good to hear, I'm officially paid and on the market for an 8th",0
5132,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0
2972,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0
5341,And of course you should make a stink!,0
3258,"No, but you told me you were going, before you got drunk!",0
108,How would my ip address test that considering my computer isn't a minecraft server,0
4450,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1
2387,No message..no responce..what happend?,0
3584,I sent your maga that money yesterday oh.,0
2908,ALRITE,0
4551,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,0
4542,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0
1786,I dun believe u. I thk u told him.,0
1688,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1
2662,Do you know when dad will be back?,0
5292,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1
2644,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0
5510,I went to project centre,0
1362,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0
3247,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",0
4276,Haiyoh... Maybe your hamster was jealous of million,0
3468,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
5561,Get me out of this dump heap. My mom decided to come to lowes. BORING.,0
361,Ha ha cool cool chikku chikku:-):-DB-),0
3100,Ok... I din get ur msg...,0
2776,We confirm eating at esplanade?,0
811,S:)s.nervous  &lt;#&gt; :),0
5496,Yes... I trust u to buy new stuff ASAP so I can try it out,0
3311,Oh ho. Is this the first time u use these type of words,0
5556,Yes i have. So that's why u texted. Pshew...missing you so much,0
1168,Lol now I'm after that hot air balloon!,0
1525,Hi:)cts employee how are you?,0
4670,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",0
1106,on hen night. Going with a swing,0
4603,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",0
1121,Cancel cheyyamo?and get some money back?,0
1156,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0
2727,No i am not having not any movies in my laptop,0
2926,Are you coming to day for class.,0
4622,"Received, understood n acted upon!",0
1370,Did you try making another butt.,0
2150,Waaaat?? Lololo ok next time then!,0
4629,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1
982,Reckon need to be in town by eightish to walk from * carpark.,0
2498,Dai what this da.. Can i send my resume to this id.,0
3724,We left already we at orchard now.,0
4533,Ok both our days. So what are you making for dinner tonite? Am I invited?,0
5537,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1
881,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1
785,Dont think so. It turns off like randomlly within 5min of opening,0
1828,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
3620,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1
3806,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0
2814,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",0
967,I am not sure about night menu. . . I know only about noon menu,0
2090,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",0
4645,Did u got that persons story,0
2034,IM GONNA MISS U SO MUCH,0
461,Where did u go? My phone is gonna die you have to stay in here,0
3923,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",0
3499,You said to me before i went back to bed that you can't sleep for anything.,0
2061,I did. One slice and one breadstick. Lol,0
630,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1
2929,Anything...,0
4865,Sorry da..today i wont come to play..i have driving clas..,0
1376,We're finally ready fyi,0
3462,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0
3066,"Sounds good, keep me posted",0
5216,I am late. I will be there at,0
4588,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0
401,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1
291,Hey you told your name to gautham ah?,0
1711,"(No promises on when though, haven't even gotten dinner yet)",0
5149,Pls call me da. What happen.,0
4854,I'm fine. Hope you are also,0
4753,Well boy am I glad G wasted all night at applebees for nothing,0
3587,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1
1998,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",0
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
83,You will be in the place of that man,0
4732,K:)eng rocking in ashes:),0
705,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0
3324,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
4722,"Yup. Anything lor, if u dun wan it's ok...",0
4733,Wat time r ü going to xin's hostel?,0
3496,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1
3120,Stop knowing me so well!,0
2089,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1
4771,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0
5203,Me fine..absolutly fine,0
1953,Nah im goin 2 the wrks with j wot bout u?,0
1736,Why tired what special there you had,0
3588,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0
140,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0
207,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
4552,Great. Have a safe trip. Dont panic surrender all.,0
595,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",0
2197,"Not much, just some textin'. How bout you?",0
2318,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0
1652,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
211,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0
4006,", ow u dey.i paid 60,400thousad.i told  u would call . ",0
453,K:)k:)what are detail you want to transfer?acc no enough?,0
3183,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
5144,I'm in office now da:)where are you?,0
2862,I am not at all happy with what you saying or doing,0
3057,Webpage s not available!,0
4071,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,0
2987,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1
4330,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0
2432,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0
1872,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0
4132,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",0
2232,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0
591,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
2815,"Alright if you're sure, let me know when you're leaving",0
123,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1
5119,Lol for real. She told my dad I have cancer,0
4023,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0
4285,Yes. I come to nyc for audiitions and am trying to relocate.,0
5463,U GOIN OUT 2NITE?,0
4943,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0
